,date,Adjusted Close,1 Month Change,Monthly Change Std,Unadjusted Equity,Unadjusted CAGR,Max Equity,Dropdown,DD Percentage,       ,Adjusted Close,Adj 1 Month Change,Adj Monthly Change Std,Adjusted Equity,Adjusted CAGR,Adj Max Equity,Adj Dropdown,Adj DD Percentage
0,2000-01-31,94.1293,-0.0498,0.04703968570338717,3215.7269,-0.013820635880435028,3384.2177,168.4908,0.0498,,94.1293,-0.0498,0.03834744737709387,2841.3202,0.03118690284978687,2990.1936,148.8734,0.0498
1,2000-02-29,92.696,-0.0152,,3166.7638,,3384.2177,217.4539,0.0643,,92.696,-0.0152,,2798.0578,,2990.1936,192.1358,0.0643
2,2000-03-31,101.6778,0.0969,,3473.6071,,3473.6071,-0.0,-0.0,,101.6778,0.0969,,3069.1754,,3069.1754,-0.0,-0.0
3,2000-04-28,98.1068,-0.0351,,3351.6111,,3473.6071,121.996,0.0351,,98.1068,-0.0351,,2961.3834,,3069.1754,107.792,0.0351
4,2000-05-31,96.5643,-0.0157,,3298.9162,,3473.6071,174.6909,0.0503,,96.5643,-0.0157,,2914.8237,,3069.1754,154.3517,0.0503
5,2000-06-30,98.4671,0.0197,,3363.9184,,3473.6071,109.6887,0.0316,,98.4671,0.0,,2914.8237,,3069.1754,154.3517,0.0503
6,2000-07-31,96.9209,-0.0157,,3311.0981,,3473.6071,162.509,0.0468,,96.9209,-0.0157,,2869.0552,,3069.1754,200.1202,0.0652
7,2000-08-31,103.2538,0.0653,,3527.4472,,3527.4472,-0.0,-0.0,,103.2538,0.0653,,3056.5209,,3069.1754,12.6545,0.0041
8,2000-09-29,97.5948,-0.0548,,3334.1187,,3527.4472,193.3285,0.0548,,97.5948,-0.0548,,2889.0024,,3069.1754,180.173,0.0587
9,2000-10-31,97.1382,-0.0047,,3318.521,,3527.4472,208.9262,0.0592,,97.1382,0.0,,2889.0024,,3069.1754,180.173,0.0587
10,2000-11-30,89.8865,-0.0747,,3070.7832,,3527.4472,456.664,0.1295,,89.8865,-0.0747,,2673.3294,,3069.1754,395.846,0.129
11,2000-12-29,89.4233,-0.0052,,3054.9585,,3527.4472,472.4887,0.1339,,89.4233,0.0,,2673.3294,,3069.1754,395.846,0.129
12,2001-01-31,93.399,0.0445,,3190.7798,,3527.4472,336.6674,0.0954,,93.399,0.0,,2673.3294,,3069.1754,395.846,0.129
13,2001-02-28,84.4899,-0.0954,,2886.419,,3527.4472,641.0282,0.1817,,84.4899,-0.0954,,2418.327,,3069.1754,650.8484,0.2121
14,2001-03-30,79.7594,-0.056,,2724.8104,,3527.4472,802.6368,0.2275,,79.7594,0.0,,2418.327,,3069.1754,650.8484,0.2121
15,2001-04-30,86.574,0.0854,,2957.6184,,3527.4472,569.8288,0.1615,,86.574,0.0,,2418.327,,3069.1754,650.8484,0.2121
16,2001-05-31,86.0887,-0.0056,,2941.0391,,3527.4472,586.4081,0.1662,,86.0887,-0.0056,,2404.7708,,3069.1754,664.4046,0.2165
17,2001-06-29,84.0372,-0.0238,,2870.9532,,3527.4472,656.494,0.1861,,84.0372,0.0,,2404.7708,,3069.1754,664.4046,0.2165
18,2001-07-31,83.1804,-0.0102,,2841.6817,,3527.4472,685.7655,0.1944,,83.1804,0.0,,2404.7708,,3069.1754,664.4046,0.2165
19,2001-08-31,78.2451,-0.0593,,2673.0777,,3527.4472,854.3695,0.2422,,78.2451,0.0,,2404.7708,,3069.1754,664.4046,0.2165
20,2001-09-28,71.8608,-0.0816,,2454.9733,,3527.4472,1072.4739,0.304,,71.8608,0.0,,2404.7708,,3069.1754,664.4046,0.2165
21,2001-10-31,72.7966,0.013,,2486.9415,,3527.4472,1040.5057,0.295,,72.7966,0.0,,2404.7708,,3069.1754,664.4046,0.2165
22,2001-11-30,78.4731,0.078,,2680.8665,,3527.4472,846.5807,0.24,,78.4731,0.078,,2592.2884,,3069.1754,476.887,0.1554
23,2001-12-31,78.9138,0.0056,,2695.9233,,3527.4472,831.5239,0.2357,,78.9138,0.0056,,2606.8477,,3069.1754,462.3277,0.1506
24,2002-01-31,78.1406,-0.0098,,2669.5065,,3527.4472,857.9407,0.2432,,78.1406,-0.0098,,2581.3037,,3069.1754,487.8717,0.159
25,2002-02-28,76.739,-0.0179,,2621.6262,,3527.4472,905.821,0.2568,,76.739,0.0,,2581.3037,,3069.1754,487.8717,0.159
26,2002-03-29,79.29,0.0332,,2708.7763,,3527.4472,818.6709,0.2321,,79.29,0.0332,,2667.1133,,3069.1754,402.0621,0.131
27,2002-04-30,74.6789,-0.0582,,2551.2454,,3527.4472,976.2018,0.2767,,74.6789,-0.0582,,2512.0053,,3069.1754,557.1701,0.1815
28,2002-05-31,74.2358,-0.0059,,2536.1072,,3527.4472,991.34,0.281,,74.2358,0.0,,2512.0053,,3069.1754,557.1701,0.1815
29,2002-06-28,68.7607,-0.0738,,2349.0623,,3527.4472,1178.3849,0.3341,,68.7607,0.0,,2512.0053,,3069.1754,557.1701,0.1815
30,2002-07-31,63.341,-0.0788,,2163.91,,3527.4472,1363.5372,0.3866,,63.341,0.0,,2512.0053,,3069.1754,557.1701,0.1815
31,2002-08-30,63.7718,0.0068,,2178.6271,,3527.4472,1348.8201,0.3824,,63.7718,0.0,,2512.0053,,3069.1754,557.1701,0.1815
32,2002-09-30,57.0851,-0.1049,,1950.1924,,3527.4472,1577.2548,0.4471,,57.0851,-0.1049,,2248.615,,3069.1754,820.5604,0.2674
33,2002-10-31,61.7823,0.0823,,2110.6617,,3527.4472,1416.7855,0.4016,,61.7823,0.0,,2248.615,,3069.1754,820.5604,0.2674
34,2002-11-29,65.5931,0.0617,,2240.8495,,3527.4472,1286.5977,0.3647,,65.5931,0.0617,,2387.3119,,3069.1754,681.8635,0.2222
35,2002-12-31,61.8782,-0.0566,,2113.936,,3527.4472,1413.5112,0.4007,,61.8782,-0.0566,,2252.1033,,3069.1754,817.0721,0.2662
36,2003-01-31,60.3563,-0.0246,,2061.944,,3527.4472,1465.5032,0.4155,,60.3563,0.0,,2252.1033,,3069.1754,817.0721,0.2662
37,2003-02-28,59.5427,-0.0135,,2034.1512,,3527.4472,1493.296,0.4233,,59.5427,0.0,,2252.1033,,3069.1754,817.0721,0.2662
38,2003-03-31,59.6654,0.0021,,2038.3416,,3527.4472,1489.1056,0.4221,,59.6654,0.0021,,2256.7426,,3069.1754,812.4328,0.2647
39,2003-04-30,64.7138,0.0846,,2210.8094,,3527.4472,1316.6378,0.3733,,64.7138,0.0846,,2447.6897,,3069.1754,621.4857,0.2025
40,2003-05-30,68.2624,0.0548,,2332.0417,,3527.4472,1195.4055,0.3389,,68.2624,0.0548,,2581.9116,,3069.1754,487.2638,0.1588
41,2003-06-30,68.9903,0.0107,,2356.9062,,3527.4472,1170.541,0.3318,,68.9903,0.0107,,2609.4403,,3069.1754,459.7351,0.1498
42,2003-07-31,70.234,0.018,,2399.3948,,3527.4472,1128.0524,0.3198,,70.234,0.018,,2656.4814,,3069.1754,412.694,0.1345
43,2003-08-29,71.6826,0.0206,,2448.8843,,3527.4472,1078.5629,0.3058,,71.6826,0.0206,,2711.2736,,3069.1754,357.9018,0.1166
44,2003-09-30,70.9023,-0.0109,,2422.2252,,3527.4472,1105.222,0.3133,,70.9023,-0.0109,,2681.758,,3069.1754,387.4174,0.1262
45,2003-10-31,74.6974,0.0535,,2551.8792,,3527.4472,975.568,0.2766,,74.6974,0.0535,,2825.304,,3069.1754,243.8714,0.0795
46,2003-11-28,75.5132,0.0109,,2579.7486,,3527.4472,947.6986,0.2687,,75.5132,0.0109,,2856.1595,,3069.1754,213.0159,0.0694
47,2003-12-31,79.3132,0.0503,,2709.5687,,3527.4472,817.8785,0.2319,,79.3132,0.0503,,2999.8894,,3069.1754,69.286,0.0226
48,2004-01-30,80.8813,0.0198,,2763.1368,,3527.4472,764.3104,0.2167,,80.8813,0.0198,,3059.1971,,3069.1754,9.9783,0.0033
49,2004-02-27,81.9789,0.0136,,2800.6343,,3527.4472,726.8129,0.206,,81.9789,0.0136,,3100.7123,,3100.7123,-0.0,-0.0
50,2004-03-31,80.8969,-0.0132,,2763.6727,,3527.4472,763.7745,0.2165,,80.8969,-0.0132,,3059.7904,,3100.7123,40.9219,0.0132
51,2004-04-30,79.3663,-0.0189,,2711.3804,,3527.4472,816.0668,0.2313,,79.3663,-0.0189,,3001.8952,,3100.7123,98.8171,0.0319
52,2004-05-31,80.7253,0.0171,,2757.8082,,3527.4472,769.639,0.2182,,80.7253,0.0171,,3053.2975,,3100.7123,47.4148,0.0153
53,2004-06-30,82.2181,0.0185,,2808.8063,,3527.4472,718.6409,0.2037,,82.2181,0.0185,,3109.7599,,3109.7599,0.0,0.0
54,2004-07-30,79.5691,-0.0322,,2718.3103,,3527.4472,809.1369,0.2294,,79.5691,-0.0322,,3009.5676,,3109.7599,100.1923,0.0322
55,2004-08-31,79.7629,0.0024,,2724.9321,,3527.4472,802.5151,0.2275,,79.7629,0.0,,3009.5676,,3109.7599,100.1923,0.0322
56,2004-09-30,80.562,0.01,,2752.2285,,3527.4472,775.2187,0.2198,,80.562,0.01,,3039.7153,,3109.7599,70.0446,0.0225
57,2004-10-29,81.6,0.0129,,2787.6902,,3527.4472,739.757,0.2097,,81.6,0.0129,,3078.8812,,3109.7599,30.8787,0.0099
58,2004-11-30,85.232,0.0445,,2911.7704,,3527.4472,615.6768,0.1745,,85.232,0.0445,,3215.9223,,3215.9223,-0.0,-0.0
59,2004-12-31,87.802,0.0302,,2999.568,,3527.4472,527.8792,0.1496,,87.802,0.0302,,3312.8908,,3312.8908,-0.0,-0.0
