,date,Adjusted Close,1 Month Change,Monthly Change Std,Unadjusted Equity,Unadjusted CAGR,Max Equity,Dropdown,DD Percentage,       ,Adjusted Close,Adj 1 Month Change,Adj Monthly Change Std,Adjusted Equity,Adjusted CAGR,Adj Max Equity,Adj Dropdown,Adj DD Percentage
0,1999-01-29,85.1838,0.0352,0.049197734434080674,2910.1244,-0.014179778061833903,2910.1244,0.0,0.0,,85.1838,0.0352,0.040070143970955575,2736.0618,0.018581697298670763,2736.0618,0.0,0.0
1,1999-02-26,82.4521,-0.0321,,2816.8021,,2910.1244,93.3223,0.0321,,82.4521,-0.0321,,2648.3213,,2736.0618,87.7405,0.0321
2,1999-03-31,85.8747,0.0415,,2933.7284,,2933.7284,0.0,0.0,,85.8747,0.0415,,2758.2539,,2758.2539,-0.0,-0.0
3,1999-04-30,89.1358,0.038,,3045.1358,,3045.1358,-0.0,-0.0,,89.1358,0.038,,2862.9978,,2862.9978,0.0,0.0
4,1999-05-31,87.0976,-0.0229,,2975.5055,,3045.1358,69.6303,0.0229,,87.0976,-0.0229,,2797.5322,,2862.9978,65.4656,0.0229
5,1999-06-30,91.9206,0.0554,,3140.2737,,3140.2737,0.0,0.0,,91.9206,0.0554,,2952.4452,,2952.4452,0.0,0.0
6,1999-07-30,89.0691,-0.031,,3042.8564,,3140.2737,97.4173,0.031,,89.0691,-0.031,,2860.8547,,2952.4452,91.5905,0.031
7,1999-08-31,88.6078,-0.0052,,3027.0978,,3140.2737,113.1759,0.036,,88.6078,-0.0052,,2846.0386,,2952.4452,106.4066,0.036
8,1999-09-30,86.6257,-0.0224,,2959.3825,,3140.2737,180.8912,0.0576,,86.6257,-0.0224,,2782.3736,,2952.4452,170.0716,0.0576
9,1999-10-29,92.1764,0.0641,,3149.0129,,3149.0129,0.0,0.0,,92.1764,0.0,,2782.3736,,2952.4452,170.0716,0.0576
10,1999-11-30,93.7113,0.0167,,3201.4475,,3201.4475,0.0,0.0,,93.7113,0.0167,,2828.7033,,2952.4452,123.7419,0.0419
11,1999-12-31,99.0613,0.0571,,3384.2177,,3384.2177,-0.0,-0.0,,99.0613,0.0571,,2990.1936,,2990.1936,-0.0,-0.0
12,2000-01-31,94.1293,-0.0498,,3215.7269,,3384.2177,168.4908,0.0498,,94.1293,-0.0498,,2841.3202,,2990.1936,148.8734,0.0498
13,2000-02-29,92.696,-0.0152,,3166.7638,,3384.2177,217.4539,0.0643,,92.696,-0.0152,,2798.0578,,2990.1936,192.1358,0.0643
14,2000-03-31,101.6778,0.0969,,3473.6071,,3473.6071,-0.0,-0.0,,101.6778,0.0969,,3069.1754,,3069.1754,-0.0,-0.0
15,2000-04-28,98.1068,-0.0351,,3351.6111,,3473.6071,121.996,0.0351,,98.1068,-0.0351,,2961.3834,,3069.1754,107.792,0.0351
16,2000-05-31,96.5643,-0.0157,,3298.9162,,3473.6071,174.6909,0.0503,,96.5643,-0.0157,,2914.8237,,3069.1754,154.3517,0.0503
17,2000-06-30,98.4671,0.0197,,3363.9184,,3473.6071,109.6887,0.0316,,98.4671,0.0,,2914.8237,,3069.1754,154.3517,0.0503
18,2000-07-31,96.9209,-0.0157,,3311.0981,,3473.6071,162.509,0.0468,,96.9209,-0.0157,,2869.0552,,3069.1754,200.1202,0.0652
19,2000-08-31,103.2538,0.0653,,3527.4472,,3527.4472,-0.0,-0.0,,103.2538,0.0653,,3056.5209,,3069.1754,12.6545,0.0041
20,2000-09-29,97.5948,-0.0548,,3334.1187,,3527.4472,193.3285,0.0548,,97.5948,-0.0548,,2889.0024,,3069.1754,180.173,0.0587
21,2000-10-31,97.1382,-0.0047,,3318.521,,3527.4472,208.9262,0.0592,,97.1382,0.0,,2889.0024,,3069.1754,180.173,0.0587
22,2000-11-30,89.8865,-0.0747,,3070.7832,,3527.4472,456.664,0.1295,,89.8865,-0.0747,,2673.3294,,3069.1754,395.846,0.129
23,2000-12-29,89.4233,-0.0052,,3054.9585,,3527.4472,472.4887,0.1339,,89.4233,0.0,,2673.3294,,3069.1754,395.846,0.129
24,2001-01-31,93.399,0.0445,,3190.7798,,3527.4472,336.6674,0.0954,,93.399,0.0,,2673.3294,,3069.1754,395.846,0.129
25,2001-02-28,84.4899,-0.0954,,2886.419,,3527.4472,641.0282,0.1817,,84.4899,-0.0954,,2418.327,,3069.1754,650.8484,0.2121
26,2001-03-30,79.7594,-0.056,,2724.8104,,3527.4472,802.6368,0.2275,,79.7594,0.0,,2418.327,,3069.1754,650.8484,0.2121
27,2001-04-30,86.574,0.0854,,2957.6184,,3527.4472,569.8288,0.1615,,86.574,0.0,,2418.327,,3069.1754,650.8484,0.2121
28,2001-05-31,86.0887,-0.0056,,2941.0391,,3527.4472,586.4081,0.1662,,86.0887,-0.0056,,2404.7708,,3069.1754,664.4046,0.2165
29,2001-06-29,84.0372,-0.0238,,2870.9532,,3527.4472,656.494,0.1861,,84.0372,0.0,,2404.7708,,3069.1754,664.4046,0.2165
30,2001-07-31,83.1804,-0.0102,,2841.6817,,3527.4472,685.7655,0.1944,,83.1804,0.0,,2404.7708,,3069.1754,664.4046,0.2165
31,2001-08-31,78.2451,-0.0593,,2673.0777,,3527.4472,854.3695,0.2422,,78.2451,0.0,,2404.7708,,3069.1754,664.4046,0.2165
32,2001-09-28,71.8608,-0.0816,,2454.9733,,3527.4472,1072.4739,0.304,,71.8608,0.0,,2404.7708,,3069.1754,664.4046,0.2165
33,2001-10-31,72.7966,0.013,,2486.9415,,3527.4472,1040.5057,0.295,,72.7966,0.0,,2404.7708,,3069.1754,664.4046,0.2165
34,2001-11-30,78.4731,0.078,,2680.8665,,3527.4472,846.5807,0.24,,78.4731,0.078,,2592.2884,,3069.1754,476.887,0.1554
35,2001-12-31,78.9138,0.0056,,2695.9233,,3527.4472,831.5239,0.2357,,78.9138,0.0056,,2606.8477,,3069.1754,462.3277,0.1506
36,2002-01-31,78.1406,-0.0098,,2669.5065,,3527.4472,857.9407,0.2432,,78.1406,-0.0098,,2581.3037,,3069.1754,487.8717,0.159
37,2002-02-28,76.739,-0.0179,,2621.6262,,3527.4472,905.821,0.2568,,76.739,0.0,,2581.3037,,3069.1754,487.8717,0.159
38,2002-03-29,79.29,0.0332,,2708.7763,,3527.4472,818.6709,0.2321,,79.29,0.0332,,2667.1133,,3069.1754,402.0621,0.131
39,2002-04-30,74.6789,-0.0582,,2551.2454,,3527.4472,976.2018,0.2767,,74.6789,-0.0582,,2512.0053,,3069.1754,557.1701,0.1815
40,2002-05-31,74.2358,-0.0059,,2536.1072,,3527.4472,991.34,0.281,,74.2358,0.0,,2512.0053,,3069.1754,557.1701,0.1815
41,2002-06-28,68.7607,-0.0738,,2349.0623,,3527.4472,1178.3849,0.3341,,68.7607,0.0,,2512.0053,,3069.1754,557.1701,0.1815
42,2002-07-31,63.341,-0.0788,,2163.91,,3527.4472,1363.5372,0.3866,,63.341,0.0,,2512.0053,,3069.1754,557.1701,0.1815
43,2002-08-30,63.7718,0.0068,,2178.6271,,3527.4472,1348.8201,0.3824,,63.7718,0.0,,2512.0053,,3069.1754,557.1701,0.1815
44,2002-09-30,57.0851,-0.1049,,1950.1924,,3527.4472,1577.2548,0.4471,,57.0851,-0.1049,,2248.615,,3069.1754,820.5604,0.2674
45,2002-10-31,61.7823,0.0823,,2110.6617,,3527.4472,1416.7855,0.4016,,61.7823,0.0,,2248.615,,3069.1754,820.5604,0.2674
46,2002-11-29,65.5931,0.0617,,2240.8495,,3527.4472,1286.5977,0.3647,,65.5931,0.0617,,2387.3119,,3069.1754,681.8635,0.2222
47,2002-12-31,61.8782,-0.0566,,2113.936,,3527.4472,1413.5112,0.4007,,61.8782,-0.0566,,2252.1033,,3069.1754,817.0721,0.2662
48,2003-01-31,60.3563,-0.0246,,2061.944,,3527.4472,1465.5032,0.4155,,60.3563,0.0,,2252.1033,,3069.1754,817.0721,0.2662
49,2003-02-28,59.5427,-0.0135,,2034.1512,,3527.4472,1493.296,0.4233,,59.5427,0.0,,2252.1033,,3069.1754,817.0721,0.2662
50,2003-03-31,59.6654,0.0021,,2038.3416,,3527.4472,1489.1056,0.4221,,59.6654,0.0021,,2256.7426,,3069.1754,812.4328,0.2647
51,2003-04-30,64.7138,0.0846,,2210.8094,,3527.4472,1316.6378,0.3733,,64.7138,0.0846,,2447.6897,,3069.1754,621.4857,0.2025
52,2003-05-30,68.2624,0.0548,,2332.0417,,3527.4472,1195.4055,0.3389,,68.2624,0.0548,,2581.9116,,3069.1754,487.2638,0.1588
53,2003-06-30,68.9903,0.0107,,2356.9062,,3527.4472,1170.541,0.3318,,68.9903,0.0107,,2609.4403,,3069.1754,459.7351,0.1498
54,2003-07-31,70.234,0.018,,2399.3948,,3527.4472,1128.0524,0.3198,,70.234,0.018,,2656.4814,,3069.1754,412.694,0.1345
55,2003-08-29,71.6826,0.0206,,2448.8843,,3527.4472,1078.5629,0.3058,,71.6826,0.0206,,2711.2736,,3069.1754,357.9018,0.1166
56,2003-09-30,70.9023,-0.0109,,2422.2252,,3527.4472,1105.222,0.3133,,70.9023,-0.0109,,2681.758,,3069.1754,387.4174,0.1262
57,2003-10-31,74.6974,0.0535,,2551.8792,,3527.4472,975.568,0.2766,,74.6974,0.0535,,2825.304,,3069.1754,243.8714,0.0795
58,2003-11-28,75.5132,0.0109,,2579.7486,,3527.4472,947.6986,0.2687,,75.5132,0.0109,,2856.1595,,3069.1754,213.0159,0.0694
59,2003-12-31,79.3132,0.0503,,2709.5687,,3527.4472,817.8785,0.2319,,79.3132,0.0503,,2999.8894,,3069.1754,69.286,0.0226
