,Start Date,End Date,Std Dev,CAGR,Max Percentage DD,SSR,Helped?,Help Stats
0,1995-01-31,1995-06-30,0.0067,0.0316,4.4609458773852066e-08,4.7164179104477615,,Number of Intervals Helped: 92
1,1995-02-28,1995-07-31,0.0086,0.0299,4.4609458773852066e-08,3.4767441860465116,,Proportion of Intervals Helped: 0.2987
2,1995-03-31,1995-08-31,0.0071,0.0252,4.4609458773852066e-08,3.549295774647887,,
3,1995-04-28,1995-09-29,0.0135,0.0277,4.4609458773852066e-08,2.051851851851852,,
4,1995-05-31,1995-10-31,0.0156,0.0191,3.305108378983609e-08,1.2243589743589745,,
5,1995-06-30,1995-11-30,0.0188,0.0239,0.0029375515182525737,1.2712765957446808,,
6,1995-07-31,1995-12-29,0.022,0.0206,0.0029375515182525737,0.9363636363636364,,
7,1995-08-31,1996-01-31,0.0217,0.0269,0.0029375515182525737,1.23963133640553,,
8,1995-09-29,1996-02-29,0.0203,0.019,0.0029375515182525737,0.935960591133005,,
9,1995-10-31,1996-03-29,0.0204,0.0231,0.0029375515182525737,1.1323529411764706,,
10,1995-11-30,1996-04-30,0.0166,0.0164,3.4121695871789826e-08,0.9879518072289157,,
