,date,Adjusted Close,1 Month Change,Monthly Change Std,Unadjusted Equity,Unadjusted CAGR,Max Equity,Dropdown,DD Percentage
240,2015-01-30,177.3157,-0.0296,,6057.6166,,6258.6027,200.98614839255788,0.03211358158148589
241,2015-02-27,187.2817,0.0562,,6398.0822,,6398.0822,-3.996580926468596e-05,-6.246529509215427e-09
242,2015-03-31,184.333,-0.0157,,6297.3458,,6398.0822,100.73639789986646,0.015744780193644038
243,2015-04-30,186.1457,0.0098,,6359.2729,,6398.0822,38.809294385177964,0.006065769893543719
244,2015-05-29,188.5388,0.0129,,6441.0289,,6441.0289,1.536180207040161e-05,2.384991949097078e-09
245,2015-06-30,184.7491,-0.0201,,6311.5625,,6441.0289,129.46641469666702,0.02010026918163137
246,2015-07-31,188.8409,0.0221,,6451.3494,,6451.3494,1.4249344530981034e-05,2.2087386138132643e-09
247,2015-08-31,177.2565,-0.0613,,6055.5931,,6451.3494,395.7563486294357,0.0613447395407596
248,2015-09-30,172.8269,-0.025,,5904.2641,,6451.3494,547.0852581454174,0.08480167856749742
249,2015-10-30,187.5666,0.0853,,6407.8169,,6451.3494,43.53248358837118,0.006747810557024113
250,2015-11-30,188.2522,0.0037,,6431.238,,6451.3494,20.11142430505879,0.00311739809117435
251,2015-12-31,185.0182,-0.0172,,6320.7544,,6451.3494,130.595032378209,0.020243056805791512
252,2016-01-29,175.8068,-0.0498,,6006.0653,,6451.3494,445.28405239091444,0.06902184717989611
253,2016-02-29,175.6616,-0.0008,,6001.1046,,6451.3494,450.2447609858218,0.06979078841797373
254,2016-03-31,187.4735,0.0672,,6404.6341,,6451.3494,46.71528518012292,0.007241164953819261
255,2016-04-29,188.2124,0.0039,,6429.8761,,6451.3494,21.473261423787335,0.0033284914662639934
256,2016-05-31,191.4141,0.017,,6539.2583,,6539.2583,-2.463065266056219e-05,-3.7665820083238174e-09
257,2016-06-30,192.0836,0.0035,,6562.1289,,6562.1289,3.0019980840734206e-05,4.5747319655263416e-09
