,date,Adjusted Close,1 Month Change,Monthly Change Std,Unadjusted Equity,Unadjusted CAGR,Max Equity,Dropdown,DD Percentage
258,2016-07-29,199.0891,0.0365,,6801.458,,6801.458,3.434349491726607e-05,5.049431300945484e-09
259,2016-08-31,199.3275,0.0012,,6809.603,,6809.603,1.2575781511259265e-05,1.846771612274499e-09
260,2016-09-30,199.3431,0.0001,,6810.1332,,6810.1332,2.291488544869935e-05,3.364821916948607e-09
261,2016-10-31,195.887,-0.0173,,6692.0657,,6810.1332,118.06751741488824,0.017337034966494965
262,2016-11-30,203.1032,0.0368,,6938.5907,,6938.5907,2.5931992240657564e-05,3.737357247583081e-09
263,2016-12-30,207.2228,0.0203,,7079.3273,,7079.3273,-4.8642132242093794e-05,-6.871010504358768e-09
264,2017-01-31,210.931,0.0179,,7206.0097,,7206.0097,-1.5756580978631973e-05,-2.186588921554182e-09
265,2017-02-28,219.2188,0.0393,,7489.1449,,7489.1449,3.040193041670136e-05,4.059466177066671e-09
266,2017-03-31,219.4946,0.0013,,7498.5669,,7498.5669,4.716599232779117e-05,6.29000087040514e-09
267,2017-04-28,221.6733,0.0099,,7572.999,,7572.999,4.5833496187697165e-05,6.052225305681034e-09
268,2017-05-31,224.8018,0.0141,,7679.876,,7679.876,4.5362715354713146e-05,5.906698930388087e-09
269,2017-06-30,226.2347,0.0064,,7728.8299,,7728.8299,4.237905886839144e-05,5.4832438307888545e-09
270,2017-07-31,230.8848,0.0206,,7887.6895,,7887.6895,3.3007818274199963e-06,4.18472586607269e-10
271,2017-08-31,231.5584,0.0029,,7910.7034,,7910.7034,1.8154309145756997e-05,2.2949045398108337e-09
272,2017-09-29,236.2222,0.0201,,8070.0324,,8070.0324,2.7823847631225362e-05,3.4477987512448353e-09
273,2017-10-31,241.7886,0.0236,,8260.1951,,8260.1951,-3.79400316887768e-05,-4.593115686671468e-09
274,2017-11-30,249.1791,0.0306,,8512.6748,,8512.6748,4.3999063564115204e-05,5.168653166935873e-09
275,2017-12-29,252.1908,0.0121,,8615.5653,,8615.5653,3.503964398987591e-05,4.067016239767333e-09
276,2018-01-31,266.4041,0.0564,,9101.1311,,9101.1311,-1.0663537977961823e-05,-1.1716717252827863e-09
277,2018-02-28,256.7175,-0.0364,,8770.2102,,9101.1311,330.92086157300764,0.036360410364048884
278,2018-03-30,249.6795,-0.0274,,8529.7706,,9101.1311,571.3605157821057,0.06277906663514667
279,2018-04-30,250.9699,0.0052,,8573.8538,,9101.1311,527.2773389080903,0.05793536354048238
280,2018-05-31,257.0707,0.0243,,8782.2764,,9101.1311,318.85467177298233,0.03503462023231182
281,2018-06-29,258.5502,0.0058,,8832.8199,,9101.1311,268.3111588987558,0.029481078335280304
282,2018-07-31,268.1286,0.037,,9160.0458,,9160.0458,-3.4672226320253685e-05,-3.785158620086123e-09
283,2018-08-31,276.6872,0.0319,,9452.4328,,9452.4328,4.749058098241221e-05,5.024164888261592e-09
284,2018-09-28,278.333,0.0059,,9508.6585,,9508.6585,-4.1878305637510493e-05,-4.404228592025941e-09
285,2018-10-31,259.099,-0.0691,,8851.5694,,9508.6585,657.089082041457,0.06910428869029811
286,2018-11-30,263.9051,0.0185,,9015.7599,,9508.6585,492.89856924531705,0.05183681475628945
287,2018-12-31,240.6983,-0.0879,,8222.9481,,9508.6585,1285.7103538932697,0.1352146944696005
288,2019-01-31,259.97,0.0801,,8881.3236,,9508.6585,627.3349041352176,0.06597512195176823
289,2019-02-28,268.3971,0.0324,,9169.2189,,9508.6585,339.43959252416244,0.03569794756265171
290,2019-03-29,273.2495,0.0181,,9334.9883,,9508.6585,173.6701761425411,0.018264424591811886
291,2019-04-30,284.4124,0.0409,,9716.3455,,9716.3455,3.490337803668808e-05,3.5922331124071375e-09
292,2019-05-31,266.2751,-0.0638,,9096.7227,,9716.3455,619.6227730538776,0.06377117539242276
293,2019-06-28,284.8058,0.0696,,9729.7865,,9729.7865,-6.996679076110013e-06,-7.190989315243466e-10
294,2019-07-31,289.1119,0.0151,,9876.8956,,9876.8956,3.4211145248264074e-05,3.4637548713448056e-09
295,2019-08-30,284.2712,-0.0167,,9711.5224,,9876.8956,165.3731973653994,0.01674343883572075
296,2019-09-30,289.8085,0.0195,,9900.6925,,9900.6925,-1.909493948915042e-05,-1.928646858707148e-09
297,2019-10-31,296.2146,0.0221,,10119.544,,10119.544,3.727870716829784e-05,3.6838327071158387e-09
298,2019-11-29,306.937,0.0362,,10485.8532,,10485.8532,-3.879258474626113e-05,-3.6995162917464007e-09
299,2019-12-31,315.8485,0.029,,10790.2947,,10790.2947,3.889461549988482e-05,3.6045925140380845e-09
300,2020-01-31,315.7209,-0.0004,,10785.9364,,10790.2947,4.358263919441015,0.00040390592107192536
301,2020-02-28,290.7266,-0.0792,,9932.0596,,10790.2947,858.2351203736453,0.07953769051123741
302,2020-03-31,254.4897,-0.1246,,8694.1025,,10790.2947,2096.1921570047143,0.1942664417687048
303,2020-04-30,286.8057,0.127,,9798.1102,,10790.2947,992.184489760044,0.09195156548968435
304,2020-05-29,300.4707,0.0476,,10264.9439,,10790.2947,525.3508168412991,0.04868734649492929
305,2020-06-30,305.8073,0.0178,,10447.2587,,10790.2947,343.0359912175245,0.03179116055259589
306,2020-07-31,323.817,0.0589,,11062.5208,,11062.5208,9.609066182747483e-07,8.686145189211742e-11
307,2020-08-31,346.4183,0.0698,,11834.6476,,11834.6476,-1.8252310837851837e-05,-1.5422775104728794e-09
308,2020-09-30,333.4629,-0.0374,,11392.0518,,11834.6476,442.5957736759083,0.03739830611229254
309,2020-10-30,325.1484,-0.0249,,11108.0074,,11834.6476,726.6401845261171,0.061399393466191346
310,2020-11-30,360.5171,0.1088,,12316.3017,,12316.3017,-2.3668811991228722e-05,-1.9217466872566723e-09
311,2020-12-31,373.88,0.0371,,12772.8177,,12772.8177,-2.5569108402123675e-05,-2.0018377309278967e-09
312,2021-01-29,370.07,-0.0102,,12642.6572,,12772.8177,130.1605487713714,0.010190433452390964
