,date,adjClose,1 Month Change,5 Month Change,Unadjusted Equity,In Market?,Adjusted Equity,Adjusted CAGR,Unadjusted CAGR,Max Unadjusted,Max Adjusted,DD Unadjusted,DD Unadjusted Percentage,DD Adjusted,Sharpe Ratio,DD Adjusted Percentage
133,2006-02-28,94.789,0.0057,0.0477,3238.2642,True,3464.8662,0.1196,0.1127,3527.4472,3464.8662,289.1830067799233,0.08198081796374536,-1.4857706446491648e-05,,-4.288103952323368e-09
134,2006-03-31,96.3534,0.0165,0.0908,3291.7092,True,3522.0511,0.1213,0.1144,3527.4472,3522.0511,235.73802838271422,0.06682964053514798,2.036504702118691e-05,,5.782155466508396e-09
135,2006-04-28,97.5705,0.0126,0.0581,3333.2897,True,3566.5413,0.1225,0.1157,3527.4472,3566.5413,194.15750256875845,0.05504193020061603,3.96718119191064e-05,,1.1123328901057842e-08
136,2006-05-31,94.6316,-0.0301,0.0282,3232.8879,True,3459.1137,0.1194,0.1126,3527.4472,3566.5413,294.559295893077,0.0835049482507001,107.42758753183762,,0.030120943091795298
137,2006-06-30,94.8818,0.0026,0.0067,3241.4369,True,3468.261,0.1197,0.1128,3527.4472,3566.5413,286.010261274575,0.08108137274870478,98.28032237622892,,0.027556199160298223
138,2006-07-31,95.3067,0.0045,0.0055,3255.9531,True,3483.7929,0.1202,0.1133,3527.4472,3566.5413,271.4941092612503,0.07696617238133296,82.74838252215159,,0.023201296595710692
139,2006-08-31,97.3866,0.0218,0.0107,3327.006,True,3559.8178,0.1224,0.1155,3527.4472,3566.5413,200.4412150766011,0.05682330697298633,6.72346366479178,,0.0018851495326275291
140,2006-09-29,100.0154,0.027,0.0251,3416.8141,True,3655.9104,0.1251,0.1182,3527.4472,3655.9104,110.63305758746219,0.03136349073841904,-4.402121385282953e-05,,-1.2041108516453119e-08
141,2006-10-31,103.1675,0.0315,0.0902,3524.5006,True,3771.1324,0.1283,0.1213,3527.4472,3771.1324,2.946603229059292,0.0008353358851294194,-7.159812412282918e-06,,-1.8985842057104434e-09
142,2006-11-30,105.2191,0.0199,0.1089,3594.5866,True,3846.1228,0.1303,0.1233,3594.5866,3846.1228,-2.0954767478542635e-05,-5.8295347449808654e-09,2.0509892237896565e-06,,5.332615026721603e-10
143,2006-12-29,106.6257,0.0134,0.1188,3642.6399,True,3897.5386,0.1316,0.1247,3642.6399,3897.5386,3.942847797588911e-05,1.0824149259411865e-08,-2.9557546895375708e-05,,-7.583644430199025e-09
144,2007-01-31,108.2293,0.015,0.1113,3697.4262,True,3956.1587,0.1214,0.1151,3697.4262,3956.1587,-1.4024408301338553e-09,-3.793019128100124e-13,-1.8963395632454194e-05,,-4.793385976263842e-09
145,2007-02-28,106.1062,-0.0196,0.0609,3624.8922,True,3878.549,0.1196,0.1133,3697.4262,3956.1587,72.53403663131576,0.019617439999563956,77.60968733609161,,0.019617435300583772
146,2007-03-30,107.3372,0.0116,0.0404,3666.9486,True,3923.5484,0.1207,0.1144,3697.4262,3956.1587,30.47763042038241,0.008242931372202212,32.61032585604744,,0.008242926618704008
147,2007-04-30,112.0918,0.0443,0.0653,3829.3787,True,4097.3448,0.1247,0.1184,3829.3787,4097.3448,-1.6296713511110283e-05,-4.255706940426206e-09,4.670656380767468e-06,,1.139922708181032e-09
148,2007-05-31,115.894,0.0339,0.0869,3959.2717,True,4236.3272,0.1278,0.1215,3959.2717,4236.3272,7.348498002102133e-06,1.8560226624765695e-09,-1.2595144653460011e-05,,-2.97312838665059e-09
149,2007-06-29,114.1964,-0.0146,0.0551,3901.2791,True,4174.2765,0.1265,0.1201,3959.2717,4236.3272,57.9925717288761,0.014647282662838245,62.05066179245841,,0.014647277904421174
150,2007-07-31,110.6209,-0.0313,0.0425,3779.1293,True,4043.5791,0.1235,0.1172,3959.2717,4236.3272,180.1423712279243,0.04549886566964432,192.7480626784063,,0.04549886106021422
151,2007-08-31,112.0405,0.0128,0.0438,3827.6261,True,4095.4696,0.1247,0.1183,3959.2717,4236.3272,131.64557668506905,0.03324994763180033,140.8576377735303,,0.03324994296321831
152,2007-09-28,116.3764,0.0387,0.0382,3975.7521,True,4253.9609,0.1282,0.1219,3975.7521,4253.9609,7.980400368978735e-06,2.0072681012930194e-09,4.926704059471376e-05,,1.1581451205795935e-08
153,2007-10-31,117.9552,0.0136,0.0178,4029.6895,True,4311.6726,0.1295,0.1232,4029.6895,4311.6726,-3.4125029287679354e-05,-8.468401669081291e-09,-4.0048429582384415e-05,,-9.288374442527111e-09
154,2007-11-30,113.3865,-0.0387,-0.0071,3873.6093,True,4144.6705,0.1258,0.1195,4029.6895,4311.6726,156.08015306294556,0.03873255074936805,167.00207439564292,,0.038732549961154966
155,2007-12-31,112.1016,-0.0113,0.0134,3829.713,False,4144.6705,0.1258,0.1184,4029.6895,4311.6726,199.97647703964822,0.0496257781250015,167.00207439564292,,0.038732549961154966
156,2008-01-31,105.3238,-0.0605,-0.0599,3598.1645,True,3894.0794,0.1102,0.1035,4029.6895,4311.6726,431.52498575038,0.10708641093820752,417.59324755858006,,0.09685179889553304
157,2008-02-29,102.602,-0.0258,-0.1184,3505.1788,False,3894.0794,0.1102,0.1013,4029.6895,4311.6726,524.5106544735172,0.13016155574108557,417.59324755858006,,0.09685179889553304
158,2008-03-31,101.6753,-0.009,-0.138,3473.5219,False,3894.0794,0.1102,0.1005,4029.6895,4311.6726,556.1675526943868,0.13801747074914503,417.59324755858006,,0.09685179889553304
159,2008-04-30,106.5214,0.0477,-0.0605,3639.078,False,3894.0794,0.1102,0.1045,4029.6895,4311.6726,390.6115017575353,0.09693339939901953,417.59324755858006,,0.09685179889553304
160,2008-05-30,108.1316,0.0151,-0.0354,3694.0882,True,3952.9443,0.1115,0.1057,4029.6895,4311.6726,335.6012795600186,0.08328216840528746,358.7282904084386,,0.08319933438555577
161,2008-06-30,99.1027,-0.0835,-0.0591,3385.6353,True,3622.8772,0.1041,0.0984,4029.6895,4311.6726,644.0541507655771,0.15982723998104,688.7954001386893,,0.1597513225235815
162,2008-07-31,98.2122,-0.009,-0.0428,3355.2128,False,3622.8772,0.1041,0.0976,4029.6895,4311.6726,674.4767476259663,0.1673768531361948,688.7954001386893,,0.1597513225235815
163,2008-08-29,99.73,0.0155,-0.0191,3407.0632,False,3622.8772,0.1041,0.0989,4029.6895,4311.6726,622.6263439834056,0.15450975664090388,688.7954001386893,,0.1597513225235815
164,2008-09-30,90.3181,-0.0944,-0.1521,3085.5275,True,3280.9745,0.0957,0.0905,4029.6895,4311.6726,944.1619896981938,0.234301424389694,1030.6981200062974,,0.23904832662997125
165,2008-10-31,75.3988,-0.1652,-0.3027,2575.8396,False,3280.9745,0.0957,0.0755,4029.6895,4311.6726,1453.8498574002742,0.36078458585959894,1030.6981200062974,,0.23904832662997125
166,2008-11-28,70.1505,-0.0696,-0.2921,2396.5442,False,3280.9745,0.0957,0.0695,4029.6895,4311.6726,1633.1452646869934,0.40527818947017963,1030.6981200062974,,0.23904832662997125
167,2008-12-31,70.8405,0.0098,-0.2787,2420.115,False,3280.9745,0.0957,0.0704,4029.6895,4311.6726,1609.5745044679934,0.399428914924585,1030.6981200062974,,0.23904832662997125
168,2009-01-30,65.0235,-0.0821,-0.348,2221.3889,True,3011.5595,0.0819,0.0587,4029.6895,4311.6726,1808.3005997029973,0.4487444007045697,1300.1131057315997,,0.30153335523007935
169,2009-02-27,58.0368,-0.1074,-0.3574,1982.7029,False,3011.5595,0.0819,0.0501,4029.6895,4311.6726,2046.9866455548463,0.507976271014143,1300.1131057315997,,0.30153335523007935
170,2009-03-31,62.8819,0.0835,-0.166,2148.2274,False,3011.5595,0.0819,0.0561,4029.6895,4311.6726,1881.4621207150499,0.46690002311965967,1300.1131057315997,,0.30153335523007935
171,2009-04-30,69.129,0.0993,-0.0146,2361.6454,True,3310.7462,0.0893,0.0633,4029.6895,4311.6726,1668.0441241751323,0.41393862335426396,1000.926436794598,,0.23214342313342576
172,2009-05-29,73.1698,0.0585,0.0329,2499.6917,True,3504.2707,0.0937,0.0676,4029.6895,4311.6726,1529.997790289312,0.3796813105052665,807.4018818654231,,0.1872595525609767
173,2009-06-30,73.1205,-0.0007,0.1245,2498.0082,True,3501.9106,0.0937,0.0676,4029.6895,4311.6726,1531.6813265203027,0.38009909362006744,809.7619995928453,,0.1878069312574534
174,2009-07-31,78.5758,0.0746,0.3539,2684.374,True,3763.1734,0.0993,0.0731,4029.6895,4311.6726,1345.3154850066362,0.3338509046433072,548.4992371730596,,0.12721263603666466
175,2009-08-31,81.4783,0.0369,0.2957,2783.5337,True,3902.1835,0.1021,0.0759,4029.6895,4311.6726,1246.1557772669084,0.3092436221865006,409.48911088379464,,0.09497221817904139
176,2009-09-30,84.3673,0.0355,0.2204,2882.2301,True,4040.5441,0.1049,0.0785,4029.6895,4311.6726,1147.4593877000925,0.28475131587684177,271.12850161305187,,0.06288244186561194
177,2009-10-30,82.7453,-0.0192,0.1309,2826.8184,True,3962.8634,0.1034,0.077,4029.6895,4311.6726,1202.8711419185952,0.29850219028503194,348.80919599389745,,0.08089881314130797
178,2009-11-30,87.843,0.0616,0.2013,3000.9696,True,4207.0027,0.1081,0.0817,4029.6895,4311.6726,1028.719914374728,0.25528515643071953,104.66987079695264,,0.024275931989120102
179,2009-12-31,89.5183,0.0191,0.1393,3058.2041,True,4287.2387,0.1096,0.0831,4029.6895,4311.6726,971.4853912545186,0.24108194719581214,24.433871030500995,,0.005666912425238641
180,2010-01-29,86.265,-0.0363,0.0587,2947.0616,True,4131.4301,0.0992,0.0747,4029.6895,4311.6726,1082.6279490453758,0.268662870686532,180.24252907103892,,0.041803389494610266
181,2010-02-26,88.956,0.0312,0.0544,3038.9943,True,4260.3088,0.1014,0.0769,4029.6895,4311.6726,990.6952160580036,0.24584902039177053,51.363762543857774,,0.01191272327677611
182,2010-03-31,94.3739,0.0609,0.1405,3224.085,True,4519.784,0.1058,0.0812,4029.6895,4519.784,805.604532455031,0.19991727215087687,1.997738490899792e-05,,4.419986642945309e-09
183,2010-04-30,95.8339,0.0155,0.091,3273.9618,True,4589.7054,0.1069,0.0823,4029.6895,4589.7054,755.7276624443816,0.18753992396793392,-2.449976273055654e-05,,-5.3379815468235804e-09
184,2010-05-31,88.2195,-0.0795,-0.0145,3013.8305,True,4225.0323,0.1008,0.0763,4029.6895,4589.7054,1015.8589623893881,0.2520936073087984,364.67314448597335,,0.07945458645035766
185,2010-06-30,83.6547,-0.0517,-0.0303,2857.8844,False,4225.0323,0.1008,0.0725,4029.6895,4589.7054,1171.8050683205506,0.29079289317962354,364.67314448597335,,0.07945458645035766
186,2010-07-30,89.3683,0.0683,0.0046,3053.08,False,4225.0323,0.1008,0.0772,4029.6895,4589.7054,976.6095127745848,0.2423535393420721,364.67314448597335,,0.07945458645035766
187,2010-08-31,85.3485,-0.045,-0.0956,2915.7509,True,4034.9882,0.0975,0.0739,4029.6895,4589.7054,1113.938584475869,0.2764328577861567,554.717218006961,,0.12086118163639895
188,2010-09-30,92.9918,0.0896,-0.0297,3176.8674,False,4034.9882,0.0975,0.0801,4029.6895,4589.7054,852.8220705049371,0.21163468562650722,554.717218006961,,0.12086118163639895
189,2010-10-29,96.5443,0.0382,0.0944,3298.2303,True,4189.133,0.1002,0.0828,4029.6895,4589.7054,731.4592211892568,0.1815175142375751,400.57239654690875,,0.08727627628276725
190,2010-11-30,96.5443,0.0,0.1541,3298.2303,True,4189.133,0.1002,0.0828,4029.6895,4589.7054,731.4592211892568,0.1815175142375751,400.57239654690875,,0.08727627628276725
191,2010-12-31,102.9977,0.0668,0.1525,3518.698,True,4469.1524,0.105,0.0875,4029.6895,4589.7054,510.991506471938,0.1268066699610325,120.55296132081003,,0.026265947553150152
192,2011-01-31,105.3976,0.0233,0.2349,3600.6844,True,4573.2846,0.0997,0.0834,4029.6895,4589.7054,429.005143679512,0.10646109177382328,16.420820998979252,,0.0035777505455969467
193,2011-02-28,109.0588,0.0347,0.1728,3725.7625,True,4732.1483,0.102,0.0857,4029.6895,4732.1483,303.9269724579881,0.0754219332427444,1.2045166840835009e-05,,2.5453908198175045e-09
194,2011-03-31,109.0705,0.0001,0.1297,3726.1609,True,4732.6543,0.102,0.0857,4029.6895,4732.6543,303.5285577315126,0.07532306341009962,-2.0626494006137364e-05,,-4.358335238248305e-09
195,2011-04-29,112.2293,0.029,0.1625,3834.076,True,4869.7189,0.104,0.0876,4029.6895,4869.7189,195.61349612508593,0.048543069168253766,-9.186805982608348e-08,,-1.886516690441485e-11
196,2011-05-31,110.9707,-0.0112,0.0774,3791.0786,True,4815.1072,0.1032,0.0869,4029.6895,4869.7189,238.61090348637845,0.05921322312460512,54.6116682920192,,0.011214542238160647
197,2011-06-30,109.0967,-0.0169,0.0351,3727.0581,True,4733.7938,0.102,0.0857,4029.6895,4869.7189,302.631386507911,0.07510042312389353,135.92506840403712,,0.027912302782823282
198,2011-07-29,106.9143,-0.02,-0.0197,3652.5,True,4639.0964,0.1007,0.0843,4029.6895,4869.7189,377.1894938019518,0.09360261970604729,230.6224671718037,,0.047358476312011295
199,2011-08-31,101.0366,-0.055,-0.0737,3451.7015,False,4639.0964,0.1007,0.0805,4029.6895,4869.7189,577.9880327620222,0.14343239913696135,230.6224671718037,,0.047358476312011295
200,2011-09-30,94.0197,-0.0694,-0.1623,3211.9833,False,4639.0964,0.1007,0.0757,4029.6895,4869.7189,817.706210798704,0.20292040138544273,230.6224671718037,,0.047358476312011295
201,2011-10-31,104.2817,0.1091,-0.0603,3562.5621,False,4639.0964,0.1007,0.0826,4029.6895,4869.7189,467.1273895712334,0.11592143503146667,230.6224671718037,,0.047358476312011295
202,2011-11-30,103.8579,-0.0041,-0.048,3548.0848,True,4620.2443,0.1004,0.0824,4029.6895,4869.7189,481.6047336080519,0.11951410489767311,249.47457220077376,,0.051229768560311306
203,2011-12-30,104.9422,0.0104,-0.0184,3585.1268,False,4620.2443,0.1004,0.0831,4029.6895,4869.7189,444.5627382191401,0.11032183452822857,249.47457220077376,,0.051229768560311306
204,2012-01-31,109.8088,0.0464,0.0868,3751.3852,True,4834.5059,0.0971,0.0809,4029.6895,4869.7189,278.3042700615738,0.06906345267087546,35.213042415418386,,0.007231021571988147
205,2012-02-29,114.5751,0.0434,0.2186,3914.2157,True,5044.3496,0.0999,0.0836,4029.6895,5044.3496,115.47381156008578,0.028655759100071055,-2.3864897229941562e-05,,-4.7310157150768386e-09
206,2012-03-30,118.2595,0.0322,0.134,4040.0842,True,5206.5596,0.1019,0.0856,4040.0842,5206.5596,-4.7956095386325615e-05,-1.1870073249049021e-08,-4.7887596338114236e-05,,-9.19755078538124e-09
207,2012-04-30,117.47,-0.0067,0.1311,4013.114,True,5171.8024,0.1015,0.0852,4040.0842,5206.5596,26.970189904595372,0.00667565044921474,34.75718575436076,,0.00667565310389624
208,2012-05-31,110.4153,-0.0601,0.0522,3772.1034,True,4861.2059,0.0975,0.0812,4040.0842,5206.5596,267.9808261020062,0.0663305052162047,345.3537416979616,,0.06633050771145722
209,2012-06-29,114.8903,0.0405,0.0463,3924.9821,True,5058.2245,0.1,0.0838,4040.0842,5206.5596,115.10213934997955,0.028490034774517708,148.33507757781626,,0.02849003737089964
210,2012-07-31,116.2494,0.0118,0.0146,3971.4128,True,5118.061,0.1008,0.0845,4040.0842,5206.5596,68.67141842585488,0.016997521592707125,88.49862290284818,,0.01699752421980307
211,2012-08-31,119.1617,0.0251,0.0076,4070.9072,True,5246.282,0.1024,0.0861,4070.9072,5246.282,1.6448028418381e-05,4.04038402505982e-09,4.860249009652762e-05,,9.264177963847085e-09
212,2012-09-28,122.1832,0.0254,0.0401,4174.1304,True,5379.3083,0.104,0.0877,4174.1304,5379.3083,1.1355392416589893e-05,2.720421100545851e-09,-2.9407531656033825e-05,,-5.466786809009223e-09
213,2012-10-31,119.9597,-0.0182,0.0864,4098.1686,True,5281.4144,0.1028,0.0865,4174.1304,5379.3083,75.96182019167372,0.01819823841432307,97.89389170750837,,0.01819823037610772
214,2012-11-30,120.6386,0.0057,0.05,4121.363,True,5311.3057,0.1032,0.0869,4174.1304,5379.3083,52.76737474548008,0.01264152522534516,68.00261808459436,,0.012641517141635916
215,2012-12-31,121.7242,0.009,0.0471,4158.4484,True,5359.0985,0.1038,0.0874,4174.1304,5379.3083,15.68204688917649,0.003756961423432409,20.209809891795885,,0.0037569532669833937
216,2013-01-31,127.9553,0.0512,0.0738,4371.3203,True,5633.4319,0.1008,0.0854,4371.3203,5633.4319,3.835564621113008e-05,8.774384757650927e-09,-4.978796459909063e-05,,-8.837945586790644e-09
217,2013-02-28,129.5878,0.0128,0.0606,4427.0933,True,5705.3081,0.1016,0.0862,4427.0933,5705.3081,1.4310826372820884e-05,3.2325558561914388e-09,3.1148594644037075e-05,,5.4595815156831016e-09
218,2013-03-29,134.509,0.038,0.1213,4595.2142,True,5921.9698,0.1039,0.0884,4595.2142,5921.9698,1.0324577488063369e-05,2.246810929523888e-09,3.2793163882161025e-05,,5.537543248221398e-09
219,2013-04-30,137.0932,0.0192,0.1364,4683.4991,True,6035.7448,0.105,0.0896,4683.4991,6035.7448,1.3977921298646834e-05,2.9845038933917664e-09,3.4395796319586225e-05,,5.69868300587961e-09
220,2013-05-31,140.3299,0.0236,0.1529,4794.0752,True,6178.247,0.1065,0.091,4794.0752,6178.247,1.45658932524384e-05,3.0383113832754226e-09,-6.123255843704101e-06,,-9.910992298793008e-10
221,2013-06-28,138.4551,-0.0134,0.0821,4730.0244,True,6095.7031,0.1056,0.0902,4794.0752,6178.247,64.05081044444341,0.013360410042054287,82.5438886990014,,0.013360406066478306
222,2013-07-31,145.61,0.0517,0.1236,4974.4571,True,6410.7098,0.1087,0.0932,4974.4571,6410.7098,-4.226434884913033e-05,-8.496273663538143e-09,-3.610371277318336e-05,,-5.631780863514265e-09
223,2013-08-30,141.2428,-0.03,0.0501,4825.2618,True,6218.4379,0.1069,0.0914,4974.4571,6410.7098,149.1953411743889,0.02999228622845876,192.27186106185673,,0.02999228900703893
224,2013-09-30,145.7176,0.0317,0.0629,4978.1324,True,6415.4463,0.1088,0.0933,4978.1324,6415.4463,-3.2756028303992935e-05,-6.579983349577631e-09,2.326935555174714e-05,,3.627082897061603e-09
225,2013-10-31,152.4653,0.0463,0.0865,5208.6537,True,6712.5249,0.1116,0.096,5208.6537,6712.5249,4.632255786418682e-05,8.893384074312105e-09,4.441585497261258e-05,,6.616862601524588e-09
226,2013-11-29,156.984,0.0296,0.1338,5363.0258,True,6911.4682,0.1134,0.0978,5363.0258,6911.4682,-3.375294363650028e-05,-6.29363812430294e-09,-2.2654811800748575e-05,,-3.2778580679498134e-09
227,2013-12-31,161.0492,0.0259,0.106,5501.906,True,7090.4466,0.115,0.0994,5501.906,7090.4466,4.925534722133307e-05,8.952415257791221e-09,2.72306451734039e-05,,3.8404696783703155e-09
228,2014-01-31,155.3725,-0.0352,0.1,5307.9734,True,6840.5207,0.1065,0.0918,5501.906,7090.4466,193.9326267603101,0.03524826246764486,249.9258878012506,,0.03524825753588647
229,2014-02-28,162.4444,0.0455,0.1148,5549.5699,True,7151.8723,0.1091,0.0944,5549.5699,7151.8723,2.8515241865534335e-05,5.138279610737822e-09,1.6489317204104736e-05,,2.3055944670746898e-09
230,2014-03-31,163.7945,0.0083,0.0743,5595.6906,True,7211.3092,0.1096,0.0949,5595.6906,7211.3092,1.1031023859686684e-05,1.971342707848551e-09,-2.8843304789916147e-05,,-3.999732086084472e-09
231,2014-04-30,164.9331,0.007,0.0506,5634.589,True,7261.4386,0.11,0.0953,5634.589,7261.4386,-3.164886129525257e-05,-5.616889057081639e-09,-4.436854214873165e-05,,-6.1101586879398315e-09
232,2014-05-30,168.7606,0.0232,0.0479,5765.3476,True,7429.9506,0.1113,0.0966,5765.3476,7429.9506,-4.2813005165953655e-05,-7.42591915289785e-09,-2.7133419280289672e-06,,-3.6518976694528323e-10
233,2014-06-30,172.2427,0.0206,0.1086,5884.3062,True,7583.2555,0.1125,0.0978,5884.3062,7583.2555,-1.0653770004864782e-05,-1.8105397038761821e-09,-4.416439332999289e-05,,-5.823935818856808e-09
234,2014-07-31,169.9282,-0.0134,0.0461,5805.2355,True,7481.3551,0.1117,0.097,5884.3062,7583.2555,79.07072986307867,0.0134375620804843,101.9004365277824,,0.013437558121018394
235,2014-08-29,176.6341,0.0395,0.0784,6034.3302,True,7776.5952,0.114,0.0992,6034.3302,7776.5952,3.6805320632993244e-05,6.099321617002868e-09,-3.947180539398687e-05,,-5.075718148989788e-09
236,2014-09-30,174.1981,-0.0138,0.0562,5951.1095,True,7669.3467,0.1132,0.0984,6034.3302,7776.5952,83.22066302376425,0.013791201386984796,107.24850480300483,,0.01379119036606211
237,2014-10-31,178.3006,0.0236,0.0565,6091.2636,True,7849.9668,0.1145,0.0998,6091.2636,7849.9668,2.6624848942446988e-05,4.370989451588828e-09,2.224598119937582e-05,,2.833894940724567e-09
238,2014-11-28,183.1989,0.0275,0.0636,6258.6027,True,8065.6209,0.1161,0.1013,6258.6027,8065.6209,4.006099698017351e-05,6.400949045730848e-09,-2.805014173645759e-05,,-3.4777411539956695e-09
239,2014-12-31,182.7299,-0.0026,0.0753,6242.5796,True,8044.9716,0.116,0.1012,6258.6027,8065.6209,16.02307594872582,0.002560168254285548,20.649267105500257,,0.002560158400886441
240,2015-01-30,177.3157,-0.0296,0.0039,6057.6166,True,7806.605,0.1082,0.0942,6258.6027,8065.6209,200.98614839255788,0.03211358158148589,259.0158976584553,,0.032113572020035716
241,2015-02-27,187.2817,0.0562,0.0751,6398.0822,True,8245.3718,0.1112,0.0972,6398.0822,8245.3718,-3.996580926468596e-05,-6.246529509215427e-09,-2.1472542357514612e-05,,-2.604193343654268e-09
242,2015-03-31,184.333,-0.0157,0.0338,6297.3458,True,8115.5502,0.1104,0.0964,6398.0822,8245.3718,100.73639789986646,0.015744780193644038,129.82159616543322,,0.01574478377863242
243,2015-04-30,186.1457,0.0098,0.0161,6359.2729,True,8195.3572,0.1109,0.0969,6398.0822,8245.3718,38.809294385177964,0.006065769893543719,50.01455787576015,,0.00606577351378626
244,2015-05-29,188.5388,0.0129,0.0318,6441.0289,True,8300.7183,0.1116,0.0976,6441.0289,8300.7183,1.536180207040161e-05,2.384991949097078e-09,4.180981886747759e-05,,5.0368916708663135e-09
245,2015-06-30,184.7491,-0.0201,0.0419,6311.5625,True,8133.8716,0.1105,0.0965,6441.0289,8300.7183,129.46641469666702,0.02010026918163137,166.84669380110518,,0.02010027178022716
246,2015-07-31,188.8409,0.0221,0.0083,6451.3494,True,8314.0186,0.1117,0.0977,6451.3494,8314.0186,1.4249344530981034e-05,2.2087386138132643e-09,4.8711899580666795e-05,,5.859007770402005e-09
247,2015-08-31,177.2565,-0.0613,-0.0384,6055.5931,True,7803.9973,0.1082,0.0942,6451.3494,8314.0186,395.7563486294357,0.0613447395407596,510.02133404072083,,0.061344742967103884
248,2015-09-30,172.8269,-0.025,-0.0716,5904.2641,False,7803.9973,0.1082,0.0928,6451.3494,8314.0186,547.0852581454174,0.08480167856749742,510.02133404072083,,0.061344742967103884
249,2015-10-30,187.5666,0.0853,-0.0052,6407.8169,False,7803.9973,0.1082,0.0973,6451.3494,8314.0186,43.53248358837118,0.006747810557024113,510.02133404072083,,0.061344742967103884
250,2015-11-30,188.2522,0.0037,0.019,6431.238,True,7832.5215,0.1084,0.0975,6451.3494,8314.0186,20.11142430505879,0.00311739809117435,481.497129152046,,0.057913886451017325
251,2015-12-31,185.0182,-0.0172,-0.0202,6320.7544,True,7697.9649,0.1074,0.0966,6451.3494,8314.0186,130.595032378209,0.020243056805791512,616.0536850873268,,0.07409818461163015
252,2016-01-29,175.8068,-0.0498,-0.0082,6006.0653,False,7697.9649,0.1021,0.0891,6451.3494,8314.0186,445.28405239091444,0.06902184717989611,616.0536850873268,,0.07409818461163015
253,2016-02-29,175.6616,-0.0008,0.0164,6001.1046,False,7697.9649,0.1021,0.0891,6451.3494,8314.0186,450.2447609858218,0.06979078841797373,616.0536850873268,,0.07409818461163015
254,2016-03-31,187.4735,0.0672,-0.0005,6404.6341,True,8215.5956,0.1055,0.0925,6451.3494,8314.0186,46.71528518012292,0.007241164953819261,98.42302644317715,,0.011838201377511612
255,2016-04-29,188.2124,0.0039,-0.0002,6429.8761,True,8247.975,0.1057,0.0927,6451.3494,8314.0186,21.473261423787335,0.0033284914662639934,66.04361882638477,,0.007943645787175022
256,2016-05-31,191.4141,0.017,0.0346,6539.2583,True,8388.2859,0.1066,0.0935,6539.2583,8388.2859,-2.463065266056219e-05,-3.7665820083238174e-09,4.5876526201027445e-05,,5.469118094917037e-09
257,2016-06-30,192.0836,0.0035,0.0926,6562.1289,True,8417.6232,0.1068,0.0937,6562.1289,8417.6232,3.0019980840734206e-05,4.5747319655263416e-09,-2.8869410016341135e-05,,-3.429639142833233e-09
258,2016-07-29,199.0891,0.0365,0.1334,6801.458,True,8724.6245,0.1087,0.0956,6801.458,8724.6245,3.434349491726607e-05,5.049431300945484e-09,-3.820468919002451e-05,,-4.378949396621541e-09
259,2016-08-31,199.3275,0.0012,0.0632,6809.603,True,8735.0726,0.1087,0.0957,6809.603,8735.0726,1.2575781511259265e-05,1.846771612274499e-09,-2.994290662172716e-05,,-3.427894419758705e-09
260,2016-09-30,199.3431,0.0001,0.0591,6810.1332,True,8735.7527,0.1087,0.0957,6810.1332,8735.7527,2.291488544869935e-05,3.364821916948607e-09,-3.4965789382113144e-05,,-4.002607512242551e-09
261,2016-10-31,195.887,-0.0173,0.0234,6692.0657,True,8584.3007,0.1078,0.0947,6810.1332,8735.7527,118.06751741488824,0.017337034966494965,151.4519867743238,,0.01733702772679495
262,2016-11-30,203.1032,0.0368,0.0574,6938.5907,True,8900.5326,0.1097,0.0966,6938.5907,8900.5326,2.5931992240657564e-05,3.737357247583081e-09,-1.5390311091323383e-05,,-1.7291449605300454e-09
263,2016-12-30,207.2228,0.0203,0.0409,7079.3273,True,9081.0637,0.1108,0.0977,7079.3273,9081.0637,-4.8642132242093794e-05,-6.871010504358768e-09,-8.960954801295884e-06,,-9.867736971491438e-10
264,2017-01-31,210.931,0.0179,0.0582,7206.0097,True,9243.5665,0.1064,0.0939,7206.0097,9243.5665,-1.5756580978631973e-05,-2.186588921554182e-09,-2.7366286303731613e-05,,-2.9605765592460022e-09
265,2017-02-28,219.2188,0.0393,0.0997,7489.1449,True,9606.7604,0.1083,0.0958,7489.1449,9606.7604,3.040193041670136e-05,4.059466177066671e-09,-7.752987585263327e-06,,-8.070345530074142e-10
266,2017-03-31,219.4946,0.0013,0.1205,7498.5669,True,9618.8465,0.1084,0.0959,7498.5669,9618.8465,4.716599232779117e-05,6.29000087040514e-09,-3.201544677722268e-05,,-3.3284081180859553e-09
267,2017-04-28,221.6733,0.0099,0.0914,7572.999,True,9714.3249,0.1089,0.0964,7572.999,9714.3249,4.5833496187697165e-05,6.052225305681034e-09,-4.593017365550622e-06,,-4.728087039327481e-10
268,2017-05-31,224.8018,0.0141,0.0848,7679.876,True,9851.4222,0.1096,0.0971,7679.876,9851.4222,4.5362715354713146e-05,5.906698930388087e-09,-3.072301660722587e-05,,-3.1186376934719e-09
269,2017-06-30,226.2347,0.0064,0.0726,7728.8299,True,9914.2182,0.1099,0.0974,7728.8299,9914.2182,4.237905886839144e-05,5.4832438307888545e-09,-4.0838604036252946e-05,,-4.1191956049800225e-09
270,2017-07-31,230.8848,0.0206,0.0532,7887.6895,True,10117.9967,0.1109,0.0984,7887.6895,10117.9967,3.3007818274199963e-06,4.18472586607269e-10,-1.1900418030563742e-05,,-1.1761634623347666e-09
