,date,Adjusted Close,1 Month Change,Monthly Change Std,Adjusted Equity,Adjusted CAGR,Max Equity,Dropdown,DD Percentage
21,1996-10-31,45.7099,0.0323,,1561.583,,1561.583,4.24360046054062e-05,2.7174991406416563e-08
22,1996-11-29,49.047,0.073,,1675.5855,,1675.5855,4.047519860250759e-05,2.4155853940313755e-08
23,1996-12-31,47.9046,-0.0233,,1636.5583,,1675.5855,39.02722723733018,0.02329169549231011
24,1997-01-31,50.8644,0.0618,,1737.6745,,1737.6745,-1.4538118875861983e-05,-8.36642240872038e-09
25,1997-02-28,51.3509,0.0096,,1754.2964,,1754.2964,3.7499074096558616e-05,2.137556350030623e-08
26,1997-03-31,49.0845,-0.0441,,1676.8691,,1754.2964,77.42733521497166,0.04413583429514629
27,1997-04-30,52.1574,0.0626,,1781.846,,1781.846,-7.080217528709909e-06,-3.9735294344796965e-09
28,1997-05-30,55.4541,0.0632,,1894.4715,,1894.4715,-4.12816359585122e-05,-2.1790581678590677e-08
29,1997-06-30,57.7342,0.0411,,1972.3653,,1972.3653,1.0499959671506076e-05,5.3235370098561745e-09
30,1997-07-31,62.3104,0.0793,,2128.7028,,2128.7028,-7.13957115294761e-06,-3.3539539446030746e-09
31,1997-08-29,59.0825,-0.0518,,2018.429,,2128.7028,110.2737776226536,0.0518032755078133
32,1997-09-30,61.9237,0.0481,,2115.4912,,2128.7028,13.211639074178038,0.006206427254278069
33,1997-10-31,60.4063,-0.0245,,2063.6546,,2128.7028,65.04817745550417,0.030557660494224075
34,1997-11-28,62.7439,0.0387,,2143.5109,,2143.5109,-1.1401660685805837e-05,-5.319152184299989e-09
35,1997-12-31,63.9421,0.0191,,2184.4453,,2184.4453,3.611775900935754e-05,1.65340642813796e-08
36,1998-01-30,64.7655,0.0129,,2212.5772,,2212.5772,-5.465720732900081e-06,-2.4702960569692577e-09
37,1998-02-27,69.2534,0.0693,,2365.8963,,2365.8963,1.2912340480397688e-05,5.45769503101116e-09
38,1998-03-31,72.6304,0.0488,,2481.262,,2481.262,1.2459103345463518e-05,5.021276812147817e-09
39,1998-04-30,73.5594,0.0128,,2512.9995,,2512.9995,-3.521672624628991e-06,-1.4013821429845055e-09
40,1998-05-29,72.0316,-0.0208,,2460.807,,2512.9995,52.192545389107636,0.02076902338783101
41,1998-06-30,75.0995,0.0426,,2565.6143,,2565.6143,2.6441277896083193e-05,1.030602218583019e-08
42,1998-07-31,74.0846,-0.0135,,2530.9426,,2565.6143,34.67168962201913,0.013513991414071527
43,1998-08-31,63.6254,-0.1412,,2173.6258,,2565.6143,391.988528248683,0.15278544723136403
44,1998-09-30,67.6731,0.0,,2173.6258,,2565.6143,391.988528248683,0.15278544723136403
45,1998-10-30,73.1601,0.0811,,2349.8657,,2565.6143,215.74860080825874,0.08409237538481865
46,1998-11-30,77.2338,0.0557,,2480.7105,,2565.6143,84.90380619549069,0.03309297356016868
47,1998-12-31,82.2853,0.0654,,2642.9631,,2642.9631,2.6971397346642334e-05,1.0204984453487956e-08
48,1999-01-29,85.1838,0.0352,,2736.0618,,2736.0618,4.864330321652233e-05,1.777858351610418e-08
49,1999-02-26,82.4521,-0.0321,,2648.3213,,2736.0618,87.74046427996473,0.03206815879669265
50,1999-03-31,85.8747,0.0415,,2758.2539,,2758.2539,-3.792499592236709e-05,-1.3749639191071963e-08
51,1999-04-30,89.1358,0.038,,2862.9978,,2862.9978,4.164690290053841e-05,1.4546606672397165e-08
52,1999-05-31,87.0976,-0.0229,,2797.5322,,2862.9978,65.46559547620882,0.02286610051750959
53,1999-06-30,91.9206,0.0554,,2952.4452,,2952.4452,1.8378156255494105e-05,6.2247239188365304e-09
54,1999-07-30,89.0691,-0.031,,2860.8547,,2952.4452,91.59047109252697,0.031021903841780694
55,1999-08-31,88.6078,-0.0052,,2846.0386,,2952.4452,106.40657373697877,0.036040151985540246
56,1999-09-30,86.6257,-0.0224,,2782.3736,,2952.4452,170.07156488784221,0.05760363135202042
57,1999-10-29,92.1764,0.0,,2782.3736,,2952.4452,170.07156488784221,0.05760363135202042
58,1999-11-30,93.7113,0.0167,,2828.7033,,2952.4452,123.74191622987973,0.041911672477402705
59,1999-12-31,99.0613,0.0571,,2990.1936,,2990.1936,-2.5102529889409197e-05,-8.394951380208022e-09
60,2000-01-31,94.1293,-0.0498,,2841.3202,,2990.1936,148.8734447426691,0.04978722606545245
61,2000-02-29,92.696,-0.0152,,2798.0578,,2990.1936,192.13582059480996,0.0642553112931584
62,2000-03-31,101.6778,0.0969,,3069.1754,,3069.1754,-1.656463564359001e-05,-5.39709644603238e-09
63,2000-04-28,98.1068,-0.0351,,2961.3834,,3069.1754,107.79199574313452,0.03512083269764723
64,2000-05-31,96.5643,-0.0157,,2914.8237,,3069.1754,154.3516980686145,0.05029093419314337
65,2000-06-30,98.4671,0.0,,2914.8237,,3069.1754,154.3516980686145,0.05029093419314337
66,2000-07-31,96.9209,-0.0157,,2869.0552,,3069.1754,200.12023043978434,0.06520325636644433
67,2000-08-31,103.2538,0.0653,,3056.5209,,3069.1754,12.65448034245037,0.004123088026331232
68,2000-09-29,97.5948,-0.0548,,2889.0024,,3069.1754,180.1730011946047,0.05870404187216041
69,2000-10-31,97.1382,0.0,,2889.0024,,3069.1754,180.1730011946047,0.05870404187216041
70,2000-11-30,89.8865,-0.0747,,2673.3294,,3069.1754,395.8459533990531,0.12897469248549728
71,2000-12-29,89.4233,0.0,,2673.3294,,3069.1754,395.8459533990531,0.12897469248549728
72,2001-01-31,93.399,0.0,,2673.3294,,3069.1754,395.8459533990531,0.12897469248549728
73,2001-02-28,84.4899,-0.0954,,2418.327,,3069.1754,650.8483877898993,0.21205969127404686
74,2001-03-30,79.7594,0.0,,2418.327,,3069.1754,650.8483877898993,0.21205969127404686
75,2001-04-30,86.574,0.0,,2418.327,,3069.1754,650.8483877898993,0.21205969127404686
76,2001-05-31,86.0887,-0.0056,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
77,2001-06-29,84.0372,0.0,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
78,2001-07-31,83.1804,0.0,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
79,2001-08-31,78.2451,0.0,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
80,2001-09-28,71.8608,0.0,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
81,2001-10-31,72.7966,0.0,,2404.7708,,3069.1754,664.4045937935534,0.21647657992878264
82,2001-11-30,78.4731,0.078,,2592.2884,,3069.1754,476.8870267908237,0.15537952858309229
83,2001-12-31,78.9138,0.0056,,2606.8477,,3069.1754,462.32772988537226,0.15063581243527896
84,2002-01-31,78.1406,-0.0098,,2581.3037,,3069.1754,487.8717118121476,0.15895856320630863
85,2002-02-28,76.739,0.0,,2581.3037,,3069.1754,487.8717118121476,0.15895856320630863
86,2002-03-29,79.29,0.0332,,2667.1133,,3069.1754,402.06208689085815,0.13100003567435675
87,2002-04-30,74.6789,-0.0582,,2512.0053,,3069.1754,557.1700545982994,0.1815373779544497
88,2002-05-31,74.2358,0.0,,2512.0053,,3069.1754,557.1700545982994,0.1815373779544497
89,2002-06-28,68.7607,0.0,,2512.0053,,3069.1754,557.1700545982994,0.1815373779544497
90,2002-07-31,63.341,0.0,,2512.0053,,3069.1754,557.1700545982994,0.1815373779544497
91,2002-08-30,63.7718,0.0,,2512.0053,,3069.1754,557.1700545982994,0.1815373779544497
92,2002-09-30,57.0851,-0.1049,,2248.615,,3069.1754,820.5603927479538,0.26735532701974407
93,2002-10-31,61.7823,0.0,,2248.615,,3069.1754,820.5603927479538,0.26735532701974407
94,2002-11-29,65.5931,0.0617,,2387.3119,,3069.1754,681.8634672254107,0.2221650373013581
95,2002-12-31,61.8782,-0.0566,,2252.1033,,3069.1754,817.0720931172577,0.2662187677893084
96,2003-01-31,60.3563,0.0,,2252.1033,,3069.1754,817.0720931172577,0.2662187677893084
97,2003-02-28,59.5427,0.0,,2252.1033,,3069.1754,817.0720931172577,0.2662187677893084
98,2003-03-31,59.6654,0.0021,,2256.7426,,3069.1754,812.432802571851,0.2647071922223314
99,2003-04-30,64.7138,0.0846,,2447.6897,,3069.1754,621.4856896857013,0.2024927248164772
100,2003-05-30,68.2624,0.0548,,2581.9116,,3069.1754,487.26375007835304,0.15876047686240188
101,2003-06-30,68.9903,0.0107,,2609.4403,,3069.1754,459.7350919943051,0.1497910780838088
102,2003-07-31,70.234,0.018,,2656.4814,,3069.1754,412.6940154574404,0.1344641350433867
103,2003-08-29,71.6826,0.0206,,2711.2736,,3069.1754,357.9018345295799,0.11661172395998609
104,2003-09-30,70.9023,-0.0109,,2681.758,,3069.1754,387.41741424005295,0.12622850236583186
105,2003-10-31,74.6974,0.0535,,2825.304,,3069.1754,243.87142379419674,0.07945828830577645
106,2003-11-28,75.5132,0.0109,,2856.1595,,3069.1754,213.01593919532388,0.06940494153423876
107,2003-12-31,79.3132,0.0503,,2999.8894,,3069.1754,69.28604480828608,0.02257480781589937
108,2004-01-30,80.8813,0.0198,,3059.1971,,3069.1754,9.978274857007818,0.003251125646650178
109,2004-02-27,81.9789,0.0136,,3100.7123,,3100.7123,-2.6878808057517745e-05,-8.668591425756509e-09
110,2004-03-31,80.8969,-0.0132,,3059.7904,,3100.7123,40.92193300349163,0.013197591083665397
111,2004-04-30,79.3663,-0.0189,,3001.8952,,3100.7123,98.81714468585142,0.0318691755716425
112,2004-05-31,80.7253,0.0171,,3053.2975,,3100.7123,47.414775810691026,0.015291575361793812
113,2004-06-30,82.2181,0.0185,,3109.7599,,3109.7599,3.9631506297155283e-05,1.274423350084207e-08
114,2004-07-30,79.5691,-0.0322,,3009.5676,,3109.7599,100.19233260579131,0.0322186714819338
115,2004-08-31,79.7629,0.0,,3009.5676,,3109.7599,100.19233260579131,0.0322186714819338
116,2004-09-30,80.562,0.01,,3039.7153,,3109.7599,70.04459080131437,0.022524115383092555
117,2004-10-29,81.6,0.0129,,3078.8812,,3109.7599,30.878746418733954,0.00992962396188013
118,2004-11-30,85.232,0.0445,,3215.9223,,3215.9223,-3.593041947169695e-05,-1.1172664050899784e-08
119,2004-12-31,87.802,0.0302,,3312.8908,,3312.8908,-4.0473616081726504e-05,-1.221700880745194e-08
120,2005-01-31,85.8334,-0.0224,,3238.6133,,3312.8908,74.27753577991689,0.022420761885636825
121,2005-02-28,87.6276,0.0209,,3306.3126,,3312.8908,6.578214339052465,0.0019856417661132885
122,2005-03-31,86.0257,-0.0183,,3245.8711,,3312.8908,67.0197207981746,0.02022998186302265
123,2005-04-29,84.414,-0.0187,,3185.0592,,3312.8908,127.8316222888916,0.0385861261375991
124,2005-05-31,87.1342,0.0,,3185.0592,,3312.8908,127.8316222888916,0.0385861261375991
125,2005-06-30,87.2647,0.0015,,3189.8271,,3312.8908,123.06368807750368,0.03714691956568676
126,2005-07-29,90.6035,0.0383,,3311.8745,,3312.8908,1.0163206428578633,0.00030677758616669867
127,2005-08-31,89.7542,-0.0094,,3280.8274,,3312.8908,32.063364533094955,0.009678364446269993
128,2005-09-30,90.4716,0.008,,3307.0501,,3312.8908,5.840676744371649,0.0017630151722391964
129,2005-10-31,88.3318,-0.0237,,3228.8355,,3312.8908,84.05531432860062,0.025372195886625846
130,2005-11-30,92.2142,0.044,,3370.7507,,3370.7507,2.5417730284971185e-06,7.540673442557228e-10
131,2005-12-30,92.0391,-0.0019,,3364.3493,,3370.7507,6.401383933008219,0.0018990974126351793
132,2006-01-31,94.2493,0.024,,3445.1412,,3445.1412,-7.720382200204767e-07,-2.240947976299133e-10
133,2006-02-28,94.789,0.0057,,3464.8662,,3464.8662,-1.4857706446491648e-05,-4.288103952323368e-09
134,2006-03-31,96.3534,0.0165,,3522.0511,,3522.0511,2.036504702118691e-05,5.782155466508396e-09
135,2006-04-28,97.5705,0.0126,,3566.5413,,3566.5413,3.96718119191064e-05,1.1123328901057842e-08
136,2006-05-31,94.6316,-0.0301,,3459.1137,,3566.5413,107.42758753183762,0.030120943091795298
137,2006-06-30,94.8818,0.0026,,3468.261,,3566.5413,98.28032237622892,0.027556199160298223
138,2006-07-31,95.3067,0.0045,,3483.7929,,3566.5413,82.74838252215159,0.023201296595710692
139,2006-08-31,97.3866,0.0218,,3559.8178,,3566.5413,6.72346366479178,0.0018851495326275291
140,2006-09-29,100.0154,0.027,,3655.9104,,3655.9104,-4.402121385282953e-05,-1.2041108516453119e-08
141,2006-10-31,103.1675,0.0315,,3771.1324,,3771.1324,-7.159812412282918e-06,-1.8985842057104434e-09
142,2006-11-30,105.2191,0.0199,,3846.1228,,3846.1228,2.0509892237896565e-06,5.332615026721603e-10
143,2006-12-29,106.6257,0.0134,,3897.5386,,3897.5386,-2.9557546895375708e-05,-7.583644430199025e-09
144,2007-01-31,108.2293,0.015,,3956.1587,,3956.1587,-1.8963395632454194e-05,-4.793385976263842e-09
145,2007-02-28,106.1062,-0.0196,,3878.549,,3956.1587,77.60968733609161,0.019617435300583772
146,2007-03-30,107.3372,0.0116,,3923.5484,,3956.1587,32.61032585604744,0.008242926618704008
147,2007-04-30,112.0918,0.0443,,4097.3448,,4097.3448,4.670656380767468e-06,1.139922708181032e-09
148,2007-05-31,115.894,0.0339,,4236.3272,,4236.3272,-1.2595144653460011e-05,-2.97312838665059e-09
149,2007-06-29,114.1964,-0.0146,,4174.2765,,4236.3272,62.05066179245841,0.014647277904421174
150,2007-07-31,110.6209,-0.0313,,4043.5791,,4236.3272,192.7480626784063,0.04549886106021422
151,2007-08-31,112.0405,0.0128,,4095.4696,,4236.3272,140.8576377735303,0.03324994296321831
152,2007-09-28,116.3764,0.0387,,4253.9609,,4253.9609,4.926704059471376e-05,1.1581451205795935e-08
153,2007-10-31,117.9552,0.0136,,4311.6726,,4311.6726,-4.0048429582384415e-05,-9.288374442527111e-09
154,2007-11-30,113.3865,-0.0387,,4144.6705,,4311.6726,167.00207439564292,0.038732549961154966
155,2007-12-31,112.1016,0.0,,4144.6705,,4311.6726,167.00207439564292,0.038732549961154966
156,2008-01-31,105.3238,-0.0605,,3894.0794,,4311.6726,417.59324755858006,0.09685179889553304
157,2008-02-29,102.602,0.0,,3894.0794,,4311.6726,417.59324755858006,0.09685179889553304
158,2008-03-31,101.6753,0.0,,3894.0794,,4311.6726,417.59324755858006,0.09685179889553304
159,2008-04-30,106.5214,0.0,,3894.0794,,4311.6726,417.59324755858006,0.09685179889553304
160,2008-05-30,108.1316,0.0151,,3952.9443,,4311.6726,358.7282904084386,0.08319933438555577
161,2008-06-30,99.1027,-0.0835,,3622.8772,,4311.6726,688.7954001386893,0.1597513225235815
162,2008-07-31,98.2122,0.0,,3622.8772,,4311.6726,688.7954001386893,0.1597513225235815
163,2008-08-29,99.73,0.0,,3622.8772,,4311.6726,688.7954001386893,0.1597513225235815
164,2008-09-30,90.3181,-0.0944,,3280.9745,,4311.6726,1030.6981200062974,0.23904832662997125
165,2008-10-31,75.3988,0.0,,3280.9745,,4311.6726,1030.6981200062974,0.23904832662997125
166,2008-11-28,70.1505,0.0,,3280.9745,,4311.6726,1030.6981200062974,0.23904832662997125
167,2008-12-31,70.8405,0.0,,3280.9745,,4311.6726,1030.6981200062974,0.23904832662997125
168,2009-01-30,65.0235,-0.0821,,3011.5595,,4311.6726,1300.1131057315997,0.30153335523007935
169,2009-02-27,58.0368,0.0,,3011.5595,,4311.6726,1300.1131057315997,0.30153335523007935
170,2009-03-31,62.8819,0.0,,3011.5595,,4311.6726,1300.1131057315997,0.30153335523007935
171,2009-04-30,69.129,0.0993,,3310.7462,,4311.6726,1000.926436794598,0.23214342313342576
172,2009-05-29,73.1698,0.0585,,3504.2707,,4311.6726,807.4018818654231,0.1872595525609767
173,2009-06-30,73.1205,-0.0007,,3501.9106,,4311.6726,809.7619995928453,0.1878069312574534
174,2009-07-31,78.5758,0.0746,,3763.1734,,4311.6726,548.4992371730596,0.12721263603666466
175,2009-08-31,81.4783,0.0369,,3902.1835,,4311.6726,409.48911088379464,0.09497221817904139
176,2009-09-30,84.3673,0.0355,,4040.5441,,4311.6726,271.12850161305187,0.06288244186561194
177,2009-10-30,82.7453,-0.0192,,3962.8634,,4311.6726,348.80919599389745,0.08089881314130797
178,2009-11-30,87.843,0.0616,,4207.0027,,4311.6726,104.66987079695264,0.024275931989120102
179,2009-12-31,89.5183,0.0191,,4287.2387,,4311.6726,24.433871030500995,0.005666912425238641
180,2010-01-29,86.265,-0.0363,,4131.4301,,4311.6726,180.24252907103892,0.041803389494610266
181,2010-02-26,88.956,0.0312,,4260.3088,,4311.6726,51.363762543857774,0.01191272327677611
182,2010-03-31,94.3739,0.0609,,4519.784,,4519.784,1.997738490899792e-05,4.419986642945309e-09
183,2010-04-30,95.8339,0.0155,,4589.7054,,4589.7054,-2.449976273055654e-05,-5.3379815468235804e-09
184,2010-05-31,88.2195,-0.0795,,4225.0323,,4589.7054,364.67314448597335,0.07945458645035766
185,2010-06-30,83.6547,0.0,,4225.0323,,4589.7054,364.67314448597335,0.07945458645035766
186,2010-07-30,89.3683,0.0,,4225.0323,,4589.7054,364.67314448597335,0.07945458645035766
187,2010-08-31,85.3485,-0.045,,4034.9882,,4589.7054,554.717218006961,0.12086118163639895
188,2010-09-30,92.9918,0.0,,4034.9882,,4589.7054,554.717218006961,0.12086118163639895
189,2010-10-29,96.5443,0.0382,,4189.133,,4589.7054,400.57239654690875,0.08727627628276725
190,2010-11-30,96.5443,0.0,,4189.133,,4589.7054,400.57239654690875,0.08727627628276725
191,2010-12-31,102.9977,0.0668,,4469.1524,,4589.7054,120.55296132081003,0.026265947553150152
192,2011-01-31,105.3976,0.0233,,4573.2846,,4589.7054,16.420820998979252,0.0035777505455969467
193,2011-02-28,109.0588,0.0347,,4732.1483,,4732.1483,1.2045166840835009e-05,2.5453908198175045e-09
194,2011-03-31,109.0705,0.0001,,4732.6543,,4732.6543,-2.0626494006137364e-05,-4.358335238248305e-09
195,2011-04-29,112.2293,0.029,,4869.7189,,4869.7189,-9.186805982608348e-08,-1.886516690441485e-11
196,2011-05-31,110.9707,-0.0112,,4815.1072,,4869.7189,54.6116682920192,0.011214542238160647
197,2011-06-30,109.0967,-0.0169,,4733.7938,,4869.7189,135.92506840403712,0.027912302782823282
198,2011-07-29,106.9143,-0.02,,4639.0964,,4869.7189,230.6224671718037,0.047358476312011295
199,2011-08-31,101.0366,0.0,,4639.0964,,4869.7189,230.6224671718037,0.047358476312011295
200,2011-09-30,94.0197,0.0,,4639.0964,,4869.7189,230.6224671718037,0.047358476312011295
201,2011-10-31,104.2817,0.0,,4639.0964,,4869.7189,230.6224671718037,0.047358476312011295
202,2011-11-30,103.8579,-0.0041,,4620.2443,,4869.7189,249.47457220077376,0.051229768560311306
203,2011-12-30,104.9422,0.0,,4620.2443,,4869.7189,249.47457220077376,0.051229768560311306
204,2012-01-31,109.8088,0.0464,,4834.5059,,4869.7189,35.213042415418386,0.007231021571988147
205,2012-02-29,114.5751,0.0434,,5044.3496,,5044.3496,-2.3864897229941562e-05,-4.7310157150768386e-09
206,2012-03-30,118.2595,0.0322,,5206.5596,,5206.5596,-4.7887596338114236e-05,-9.19755078538124e-09
207,2012-04-30,117.47,-0.0067,,5171.8024,,5206.5596,34.75718575436076,0.00667565310389624
208,2012-05-31,110.4153,-0.0601,,4861.2059,,5206.5596,345.3537416979616,0.06633050771145722
209,2012-06-29,114.8903,0.0405,,5058.2245,,5206.5596,148.33507757781626,0.02849003737089964
210,2012-07-31,116.2494,0.0118,,5118.061,,5206.5596,88.49862290284818,0.01699752421980307
211,2012-08-31,119.1617,0.0251,,5246.282,,5246.282,4.860249009652762e-05,9.264177963847085e-09
212,2012-09-28,122.1832,0.0254,,5379.3083,,5379.3083,-2.9407531656033825e-05,-5.466786809009223e-09
213,2012-10-31,119.9597,-0.0182,,5281.4144,,5379.3083,97.89389170750837,0.01819823037610772
214,2012-11-30,120.6386,0.0057,,5311.3057,,5379.3083,68.00261808459436,0.012641517141635916
215,2012-12-31,121.7242,0.009,,5359.0985,,5379.3083,20.209809891795885,0.0037569532669833937
216,2013-01-31,127.9553,0.0512,,5633.4319,,5633.4319,-4.978796459909063e-05,-8.837945586790644e-09
217,2013-02-28,129.5878,0.0128,,5705.3081,,5705.3081,3.1148594644037075e-05,5.4595815156831016e-09
218,2013-03-29,134.509,0.038,,5921.9698,,5921.9698,3.2793163882161025e-05,5.537543248221398e-09
219,2013-04-30,137.0932,0.0192,,6035.7448,,6035.7448,3.4395796319586225e-05,5.69868300587961e-09
220,2013-05-31,140.3299,0.0236,,6178.247,,6178.247,-6.123255843704101e-06,-9.910992298793008e-10
221,2013-06-28,138.4551,-0.0134,,6095.7031,,6178.247,82.5438886990014,0.013360406066478306
222,2013-07-31,145.61,0.0517,,6410.7098,,6410.7098,-3.610371277318336e-05,-5.631780863514265e-09
223,2013-08-30,141.2428,-0.03,,6218.4379,,6410.7098,192.27186106185673,0.02999228900703893
224,2013-09-30,145.7176,0.0317,,6415.4463,,6415.4463,2.326935555174714e-05,3.627082897061603e-09
225,2013-10-31,152.4653,0.0463,,6712.5249,,6712.5249,4.441585497261258e-05,6.616862601524588e-09
226,2013-11-29,156.984,0.0296,,6911.4682,,6911.4682,-2.2654811800748575e-05,-3.2778580679498134e-09
227,2013-12-31,161.0492,0.0259,,7090.4466,,7090.4466,2.72306451734039e-05,3.8404696783703155e-09
228,2014-01-31,155.3725,-0.0352,,6840.5207,,7090.4466,249.9258878012506,0.03524825753588647
229,2014-02-28,162.4444,0.0455,,7151.8723,,7151.8723,1.6489317204104736e-05,2.3055944670746898e-09
230,2014-03-31,163.7945,0.0083,,7211.3092,,7211.3092,-2.8843304789916147e-05,-3.999732086084472e-09
231,2014-04-30,164.9331,0.007,,7261.4386,,7261.4386,-4.436854214873165e-05,-6.1101586879398315e-09
232,2014-05-30,168.7606,0.0232,,7429.9506,,7429.9506,-2.7133419280289672e-06,-3.6518976694528323e-10
233,2014-06-30,172.2427,0.0206,,7583.2555,,7583.2555,-4.416439332999289e-05,-5.823935818856808e-09
234,2014-07-31,169.9282,-0.0134,,7481.3551,,7583.2555,101.9004365277824,0.013437558121018394
235,2014-08-29,176.6341,0.0395,,7776.5952,,7776.5952,-3.947180539398687e-05,-5.075718148989788e-09
236,2014-09-30,174.1981,-0.0138,,7669.3467,,7776.5952,107.24850480300483,0.01379119036606211
237,2014-10-31,178.3006,0.0236,,7849.9668,,7849.9668,2.224598119937582e-05,2.833894940724567e-09
238,2014-11-28,183.1989,0.0275,,8065.6209,,8065.6209,-2.805014173645759e-05,-3.4777411539956695e-09
239,2014-12-31,182.7299,-0.0026,,8044.9716,,8065.6209,20.649267105500257,0.002560158400886441
240,2015-01-30,177.3157,-0.0296,,7806.605,,8065.6209,259.0158976584553,0.032113572020035716
241,2015-02-27,187.2817,0.0562,,8245.3718,,8245.3718,-2.1472542357514612e-05,-2.604193343654268e-09
242,2015-03-31,184.333,-0.0157,,8115.5502,,8245.3718,129.82159616543322,0.01574478377863242
243,2015-04-30,186.1457,0.0098,,8195.3572,,8245.3718,50.01455787576015,0.00606577351378626
244,2015-05-29,188.5388,0.0129,,8300.7183,,8300.7183,4.180981886747759e-05,5.0368916708663135e-09
245,2015-06-30,184.7491,-0.0201,,8133.8716,,8300.7183,166.84669380110518,0.02010027178022716
246,2015-07-31,188.8409,0.0221,,8314.0186,,8314.0186,4.8711899580666795e-05,5.859007770402005e-09
247,2015-08-31,177.2565,-0.0613,,7803.9973,,8314.0186,510.02133404072083,0.061344742967103884
248,2015-09-30,172.8269,0.0,,7803.9973,,8314.0186,510.02133404072083,0.061344742967103884
249,2015-10-30,187.5666,0.0,,7803.9973,,8314.0186,510.02133404072083,0.061344742967103884
250,2015-11-30,188.2522,0.0037,,7832.5215,,8314.0186,481.497129152046,0.057913886451017325
251,2015-12-31,185.0182,-0.0172,,7697.9649,,8314.0186,616.0536850873268,0.07409818461163015
252,2016-01-29,175.8068,0.0,,7697.9649,,8314.0186,616.0536850873268,0.07409818461163015
253,2016-02-29,175.6616,0.0,,7697.9649,,8314.0186,616.0536850873268,0.07409818461163015
254,2016-03-31,187.4735,0.0672,,8215.5956,,8314.0186,98.42302644317715,0.011838201377511612
255,2016-04-29,188.2124,0.0039,,8247.975,,8314.0186,66.04361882638477,0.007943645787175022
256,2016-05-31,191.4141,0.017,,8388.2859,,8388.2859,4.5876526201027445e-05,5.469118094917037e-09
257,2016-06-30,192.0836,0.0035,,8417.6232,,8417.6232,-2.8869410016341135e-05,-3.429639142833233e-09
258,2016-07-29,199.0891,0.0365,,8724.6245,,8724.6245,-3.820468919002451e-05,-4.378949396621541e-09
259,2016-08-31,199.3275,0.0012,,8735.0726,,8735.0726,-2.994290662172716e-05,-3.427894419758705e-09
260,2016-09-30,199.3431,0.0001,,8735.7527,,8735.7527,-3.4965789382113144e-05,-4.002607512242551e-09
261,2016-10-31,195.887,-0.0173,,8584.3007,,8735.7527,151.4519867743238,0.01733702772679495
262,2016-11-30,203.1032,0.0368,,8900.5326,,8900.5326,-1.5390311091323383e-05,-1.7291449605300454e-09
263,2016-12-30,207.2228,0.0203,,9081.0637,,9081.0637,-8.960954801295884e-06,-9.867736971491438e-10
264,2017-01-31,210.931,0.0179,,9243.5665,,9243.5665,-2.7366286303731613e-05,-2.9605765592460022e-09
